sequence_id,event,cluster_name,old_label,new_label,action,source_file,output_file,reason
38679962_tsb_8_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
38679962_tsb_9_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_car_1_release_4_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_car_3_release_2_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/39877408_car_3_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/39877408_car_3_release_2_1.jsonl,ok
39877408_house_1_release_10_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/39877408_house_1_release_10_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/39877408_house_1_release_10_1.jsonl,ok
39877408_house_2_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_house_3_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_house_4_release_21_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_house_6_release_23_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/39877408_house_6_release_23_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/39877408_house_6_release_23_1.jsonl,ok
39877408_sc_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_tc_1_release_12_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_tc_7_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_tc_9_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_tsb_12_release_10_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/39877408_tsb_12_release_10_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/39877408_tsb_12_release_10_0.jsonl,ok
39877408_tsb_1_release_13_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_tsb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_tsb_6_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
39877408_tsb_8_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_car_1_release_4_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_car_2_release_3_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_car_2_release_3_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_car_2_release_3_0.jsonl,ok
40812801_car_4_release_1_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_car_4_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_car_4_release_1_0.jsonl,ok
40812801_car_5_release_8_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_car_5_release_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_car_5_release_8_1.jsonl,ok
40812801_car_6_release_7_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_car_6_release_7_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_car_6_release_7_1.jsonl,ok
40812801_house_1_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_house_2_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_house_3_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_house_4_release_21_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_house_4_release_21_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_house_4_release_21_0.jsonl,ok
40812801_house_5_release_22_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_house_6_release_23_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_house_6_release_23_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_house_6_release_23_0.jsonl,ok
40812801_house_7_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_house_8_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_house_9_release_20_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_house_9_release_20_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_house_9_release_20_0.jsonl,ok
40812801_sc_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_sc_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_sc_3_release_11_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_sc_4_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_sc_5_release_9_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_sc_5_release_9_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_sc_5_release_9_1.jsonl,ok
40812801_sc_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_sc_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_sc_8_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_sc_9_release_0_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tb_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tb_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tb_4_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tb_5_release_20_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tb_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tb_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tc_1_release_12_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_tc_1_release_12_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_tc_1_release_12_0.jsonl,ok
40812801_tc_3_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tc_4_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tc_5_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tc_6_release_0_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_tc_6_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_tc_6_release_0_1.jsonl,ok
40812801_tc_7_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tc_8_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tsb_10_release_1_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_tsb_10_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_tsb_10_release_1_1.jsonl,ok
40812801_tsb_11_release_0_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_tsb_11_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_tsb_11_release_0_0.jsonl,ok
40812801_tsb_12_release_10_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_tsb_12_release_10_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_tsb_12_release_10_0.jsonl,ok
40812801_tsb_1_release_13_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tsb_2_release_14_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_tsb_2_release_14_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_tsb_2_release_14_0.jsonl,ok
40812801_tsb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tsb_4_release_21_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tsb_6_release_19_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_tsb_6_release_19_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_tsb_6_release_19_1.jsonl,ok
40812801_tsb_7_release_11_1,release,Searching,1,2,discarded,,,discard_label_not_copied
40812801_tsb_8_release_8_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_tsb_8_release_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_tsb_8_release_8_1.jsonl,ok
40812801_tsb_9_release_2_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/40812801_tsb_9_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/40812801_tsb_9_release_2_1.jsonl,ok
41271188_car_1_release_4_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_car_3_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_house_1_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_house_2_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_house_6_release_23_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_house_9_release_20_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_sc_5_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_sc_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_tb_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_tb_3_release_18_0,release,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/41271188_tb_3_release_18_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/41271188_tb_3_release_18_0.jsonl,ok
41271188_tb_4_release_19_0,release,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/41271188_tb_4_release_19_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/41271188_tb_4_release_19_0.jsonl,ok
41271188_tb_5_release_20_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_tb_6_release_5_0,release,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/41271188_tb_6_release_5_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/41271188_tb_6_release_5_0.jsonl,ok
41271188_tb_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_tc_1_release_12_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_tc_3_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_tc_9_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_tsb_12_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_tsb_1_release_13_1,release,Searching,1,2,discarded,,,discard_label_not_copied
41271188_tsb_2_release_14_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/41271188_tsb_2_release_14_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/41271188_tsb_2_release_14_1.jsonl,ok
41271188_tsb_9_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_car_1_release_4_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_car_1_release_4_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_car_1_release_4_0.jsonl,ok
43953972_car_2_release_3_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_car_2_release_3_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_car_2_release_3_0.jsonl,ok
43953972_car_3_release_2_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_car_3_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_car_3_release_2_1.jsonl,ok
43953972_car_4_release_1_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_car_4_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_car_4_release_1_1.jsonl,ok
43953972_car_5_release_8_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_car_5_release_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_car_5_release_8_1.jsonl,ok
43953972_car_6_release_7_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_car_6_release_7_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_car_6_release_7_0.jsonl,ok
43953972_house_1_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_house_2_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_house_3_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_house_4_release_21_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_house_4_release_21_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_house_4_release_21_1.jsonl,ok
43953972_house_5_release_22_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_house_5_release_22_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_house_5_release_22_1.jsonl,ok
43953972_house_6_release_23_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_house_6_release_23_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_house_6_release_23_0.jsonl,ok
43953972_house_7_release_18_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_house_7_release_18_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_house_7_release_18_1.jsonl,ok
43953972_house_8_release_19_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_house_8_release_19_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_house_8_release_19_1.jsonl,ok
43953972_house_9_release_20_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_house_9_release_20_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_house_9_release_20_0.jsonl,ok
43953972_sc_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_sc_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_sc_3_release_11_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_sc_4_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_sc_5_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_sc_6_release_5_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_sc_6_release_5_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_sc_6_release_5_0.jsonl,ok
43953972_sc_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_sc_8_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_sc_9_release_0_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_sc_9_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_sc_9_release_0_0.jsonl,ok
43953972_tb_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tb_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tb_4_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tb_5_release_20_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tb_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tb_7_release_2_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tb_7_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tb_7_release_2_1.jsonl,ok
43953972_tc_1_release_12_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tc_2_release_13_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tc_3_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tc_4_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tc_5_release_1_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tc_5_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tc_5_release_1_0.jsonl,ok
43953972_tc_6_release_0_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tc_7_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tc_8_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tc_9_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tsb_10_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tsb_11_release_0_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tsb_11_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tsb_11_release_0_1.jsonl,ok
43953972_tsb_12_release_10_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tsb_12_release_10_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tsb_12_release_10_0.jsonl,ok
43953972_tsb_1_release_13_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tsb_1_release_13_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tsb_1_release_13_1.jsonl,ok
43953972_tsb_2_release_14_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tsb_2_release_14_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tsb_2_release_14_1.jsonl,ok
43953972_tsb_3_release_18_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tsb_3_release_18_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tsb_3_release_18_0.jsonl,ok
43953972_tsb_4_release_21_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tsb_5_release_22_1,release,Searching,1,2,discarded,,,discard_label_not_copied
43953972_tsb_6_release_19_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tsb_6_release_19_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tsb_6_release_19_0.jsonl,ok
43953972_tsb_7_release_11_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tsb_7_release_11_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tsb_7_release_11_0.jsonl,ok
43953972_tsb_8_release_8_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tsb_8_release_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tsb_8_release_8_1.jsonl,ok
43953972_tsb_9_release_2_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/43953972_tsb_9_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/43953972_tsb_9_release_2_1.jsonl,ok
46309944_car_1_release_4_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_car_1_release_4_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_car_1_release_4_0.jsonl,ok
46309944_car_2_release_3_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_car_2_release_3_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_car_2_release_3_0.jsonl,ok
46309944_car_3_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_car_4_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_car_5_release_8_0,release,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_car_5_release_8_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_car_5_release_8_0.jsonl,ok
46309944_car_6_release_7_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_car_6_release_7_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_car_6_release_7_1.jsonl,ok
46309944_house_1_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_house_2_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_house_3_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_house_4_release_21_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_house_5_release_22_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_house_7_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_house_8_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_house_9_release_20_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_house_9_release_20_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_house_9_release_20_0.jsonl,ok
46309944_sc_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_sc_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_sc_3_release_11_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_sc_4_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_sc_5_release_9_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_sc_5_release_9_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_sc_5_release_9_0.jsonl,ok
46309944_sc_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_sc_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_sc_8_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_sc_9_release_0_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_sc_9_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_sc_9_release_0_0.jsonl,ok
46309944_tb_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tb_4_release_19_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_tb_4_release_19_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_tb_4_release_19_0.jsonl,ok
46309944_tb_5_release_20_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tb_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tc_1_release_12_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_tc_1_release_12_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_tc_1_release_12_0.jsonl,ok
46309944_tc_2_release_13_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_tc_2_release_13_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_tc_2_release_13_1.jsonl,ok
46309944_tc_3_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tc_5_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tc_6_release_0_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tc_7_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tc_8_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tc_9_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tsb_10_release_1_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_tsb_10_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_tsb_10_release_1_0.jsonl,ok
46309944_tsb_11_release_0_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_tsb_11_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_tsb_11_release_0_0.jsonl,ok
46309944_tsb_12_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tsb_1_release_13_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_tsb_1_release_13_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_tsb_1_release_13_1.jsonl,ok
46309944_tsb_2_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tsb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
46309944_tsb_4_release_21_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_tsb_4_release_21_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_tsb_4_release_21_0.jsonl,ok
46309944_tsb_5_release_22_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/46309944_tsb_5_release_22_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/46309944_tsb_5_release_22_0.jsonl,ok
